"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Canada","CAN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","9285664160.4867","9818791631.13149","10393061338.789","11876418098.5575","14437147605.0308","16599570980.4633","16072003873.7199","16914546339.3328","19202712607.5202","19511915015.791","23005545652.6045","26240024244.8732","32054794520.5479","41607361963.1902","43317931576.8777","52059837728.1947","51569346497.4142","51540282282.8088","61318080928.8031","65294218268.9018","77721244474.1013","62690281267.7312","69130152547.8741","74769515867.5006","78853167337.9714","82169845268.082","96059577677.2247","119735110099.943","133918918918.919","126989201234.145","118470803875.36","109233060312.733","106980079063.638","113182483889.865","117437336053.629","119359735973.597","138975155279.503","133427030670.711","140324426196.406","153531075348.461","145368026859.504","150147199388.262","183287417029.477","219535741737.125","265498432084.502","311292313117.066","351163765012.569","373843486410.497","301860729594.961","379784645544.806","433114446678.52","454669831923.766","459944485737.643","449102772443.181","370785201353.99","347788719236.146","388409798045.735","399475393838.55","400360007028.521","366223033493.697","472033577615.218",
"Central Europe and the Baltics","CEB","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90679391442.2206","103331585927.612","105985910241.29","117317754510.698","110367066705.2","109080333473.88","113729505939.346","123989097215.219","150491752128.545","191013906950.27","219875831722.909","267411831738.006","366630435001.113","438846445100.049","296534282559.651","303905201151.212","347236049906.389","306343768606.219","306321207422.698","330647679087.214","299619550925.496","288368221141.262","324769381598.38","386209027273.671","390162485046.075","366783675167.262","466109227992.854",
"Switzerland","CHE","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","10116533729.705","12240403734.9718","14692347550.5983","19473066544.4894","22383922733.528","18870220818.9672","17813658185.3097","19029415019.7628","27855942393.736","34426813014.9756","41814977621.2926","35248163119.8452","35779234595.8725","36153968367.3956","31825810103.4175","33132352773.5949","50791723831.2302","62760935488.1974","70116175083.7149","69228353200.0734","92803667578.4624","85276750348.675","81078131133.5514","75088693151.0558","85345483658.6971","99018769556.0254","93896788025.89","76910806173.7752","83187538970.8925","80664992677.4065","76042228209.3794","79369463735.4823","81083182984.7299","94083104626.1231","99154412545.2352","113728388210.729","123299692933.482","131463620459.847","155499589142.277","157074966455.289","155075822689.836","203973842727.246","183001202995.477","177652932064.234","185653630484.086","174049186248.595","175839345151.53","181060290276.99","186721142263.051","190714072098.815","220490053168.355","208566031651.947",
"Channel Islands","CHI","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","578558174.409091","715134719.036364","689668709.654545","867477342.3125","875381859.130435","931692721.625","1190836060.64103","1167241393.86275","1214958401.46377","1315523120.81395","1563180642.65487","1657856186.63934","1518250060.43269","1440128644.13408","3591078664.1363","1066682267.06721","1403660712.64368","2136508429.61931","3024559863.17119","4086409881.61074","6417870344.87179","8087308361.02564","2967678158.51503","2474672364.1325","3788753554.32575","3017493163.62054","3564442763.95584","4975124414.56634","6027686122.19909","7710729969.28264","8592711071.82683","8921380112.53651","11574931676.3197","13875497720.2662","14669010150.8877","20322836080.6009","23478978078.9527","25598019974.5847","23465978950.4478","17047280128.2359","18584938667.6294","17229332732.5738","16946965269.9509","17902111614.6004","21047626051.625","28459879207.5533","34131446776.2378","38565055472.8691","51917230263.6545","39287791137.6501","53788883117.2443","66942120815.4058","76923539153.2571","76232420454.7909","65261403049.8759","62077779405.6249","59105710662.5413","62559817930.3278","71496535540.1523","69798200237.7185","54675965338.0995","80290506928.3692",
"China","CHN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","23638552181.3307","11415600751.4827","7429488175.31887","11034744345.6008","14537455203.5096","19089236587.0501","23364741201.5598","17391448452.3519","17665853863.0271","19933437102.9328","30438112787.3913","33570874888.2931","35525455373.9254","45658686850.3066","47877399566.5919","57259418523.4972","51138650741.7328","59267208456.2386","56233026138.2114","64710334643.4783","66147553729.1667","64535523825.3968","65587896076.3359","73648734593.8697","89365467310.7143","120898734132.653","113467013495.652","101875915735.426","122062518395.062","129399924939.271","123261300353.728","135086802707.317","166803943772.371","192493706988.892","226013641335.7","285281654509.203","324265378237.233","341590049606.746","358247795046.563","373159283362.526","406685829690.52","476042624879.487","531654468006.524","657808260134.107","818257918295.718","922299217521.936","1098385112130.33","1437256498446.27","1941968871515.54","2313940477177.45","2833949430554.04","3523539102531.92","3944045972667.65","4440567940537.14","4800371992546.47","4782441087258.13","4788900462234.93","5295112992118.42","6085023473718.26","6176230854190.55","6369555703686.53","7596483175686.15",
"Cote d'Ivoire","CIV","Gross capital formation (current US$)","NE.GDI.TOTL.CD","91352188.9303661","122666014.569838","89627206.45645","135335704.058994","201202155.515796","201174486.831641","223462829.862129","214226859.739131","228223162.268288","265809523.827842","327420401.941946","345370137.258427","386068814.288594","581454803.103964","675931966.845683","873955808.539757","1071770127.70427","1712392176.48019","2351367730.69084","2556863094.2979","2700213316.85596","2187453371.06666","1754683384.95032","1259099474.89411","797104117.867972","903702306.221523","1104803548.53902","1242520923.90744","1297315238.0978","868795542.937284","722113182.460605","772047757.428124","772218863.599099","1081719076.60122","1140264101.15044","1715851944.23142","2352729265.46723","2983004328.13507","3977323775.77287","2760201914.05185","2634569116.65315","2390515655.77008","2170764436.94599","2968539091.57034","3460355539.33151","3327224052.95013","3585113679.34496","3947688894.65995","6195431704.26009","4996119358.89383","7574559402.15965","6088851564.75796","7424118118.21732","9796285473.20144","11048511179.8853","10759458921.3982","10428786025.6467","10380531215.7769","12305638796.8958","11742215114.5823","13188725650.5544","16517969204.7708",
"Cameroon","CMR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","102015456.158041","113563098.3432","128861320.426063","139761450.239069","117710143.383267","184513127.74712","205914871.085302","273382771.569463","378214813.458885","368501330.883859","570660812.29828","509729171.522972","967112862.804701","1457085811.62735","1688121892.65218","1400513764.69853","1797362451.16963","1639347720.96579","1784730128.37671","1896984262.74274","2126371384.91262","3025071107.3649","3223234715.17279","2557007282.23303","1882709694.07379","2193452885.94045","1974074452.98219","1726914098.9634","2226880401.93161","1478840200.01992","1905638417.55278","1926575901.31529","1908001314.44273","2084892360.52844","2043600437.58194","1816641183.14635","2056414132.92259","2414086901.18625","2889786499.99121","3552095342.64551","3642669712.80116","3717023657.1485","4397641623.64664","5474864717.26457","5184271660.20191","5014189190.53837","5737905245.97845","5428134218.89026","6290909589.92475","7178277697.76771","5878320958.80376","6701344030.49853","7019412675.33811","7810100522.73261","7511558922.77155","7200776252.37584","8557050132.66173",
"Congo, Dem. Rep.","COD","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","439127026.157699","528993520.732642","1607455068.54724","152271015.608084","130573933.043763","144589054.545455","2755072463.76812","498666666.666667","648998710.367452","851263476.282778","1262154368.83896","1409404356.9638","2116674938.09244","2294365374.50039","2148459597.43783","2715843800.42228","6206905136.85909","6432057740.62245","4199065248.02801","7138048347.37782","8339326751.62822","7025058762.50695","6461431391.36108","9500131817.7004","9799507746.48256","10662994003.2533","11985483582.2292","15233319196.498",
"Congo, Rep.","COG","Gross capital formation (current US$)","NE.GDI.TOTL.CD","70063997.6166953","98063603.6641231","60444677.9580096","39167751.7550821","37715427.9217399","44478736.8302506","66753904.5338724","74796438.0347665","74323982.231749","70779940.1733108","66569410.5281191","85707106.2872126","119431370.294754","173180264.610608","205230759.689006","300028594.161269","233939696.469195","203517003.374435","240188740.694818","311204325.867034","610092158.453248","960139128.361223","1290602344.04147","806159489.323121","666656496.645198","654405180.043132","544621093.848381","453309181.12388","411954788.537473","337608780.000045","445154883.635934","559362408.621261","633567037.303226","791771286.996578","964058849.264359","773878529.823059","833105220.070923","516419079.494717","520206927.464668","653968202.59601","730349442.381849","737117279.314231","710245242.558452","914132752.621412","1048766693.08868","1724877213.90498","2283127013.68386","5362165263.33185","4901260089.6861","5279276723.84941","6204750135.56138","5767741272.86532","7752473135.67573","8452179351.22847","9598798331.89302","9440994128.33001","7563305909.69778","4135842016.48891","3442988082.38057","3068641875.30188","1635173544.87427","1890524726.58412",
"Colombia","COL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","816501492.087415","930454522.38806","898271228.192198","853797211.111111","1046178711.11111","848285714.285714","1034592592.59259","990163165.985372","1137818643.84932","1153120074.81945","1456392795.56717","1518363743.08318","1571842116.09434","1884675267.37571","2654086264.51843","2225786112.68289","2694365182.30293","3651201113.82437","4253561836.55199","5071459964.3229","6369031881.43398","7504734883.24292","7983437828.66095","7704606410.29705","7254692885.65973","6644211263.02335","6290054401.09379","7273748004.48627","8622738058.5099","7898429215.08851","9859102855.09497","9395219966.82726","12007731215.9976","16573250501.4493","20865805055.6995","23865715568.447","21521876207.1285","22317169527.5126","19421058964.1494","11100892875.2683","14878732011.2935","15745554551.9172","16900128593.838","17680731082.0191","22761814795.9329","31535643836.9577","37073626284.8131","48358463535.705","57448976114.2209","51098667144.7092","62725115656.2124","77022325595.2174","81990837082.221","84763079902.0628","91479535270.2828","69771448918.0367","65523257228.1961","67364942243.2272","70834901643.2556","69082789206.4874","52017480597.7687","62289659149.466",
"Comoros","COM","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","38288771.3545862","35426159.9655686","33199513.5596547","34572926.0741274","33323605.1886587","35493991.9672207","50373867.9971008","60897658.4845641","64321130.4242432","61610543.3196157","77513630.9223635","76519305.7891668","82523582.3394648","81710432.1158129","57589207.5097238","71891629.4094596","71457458.1660845","65754360.6799451","66775688.2674726","69003586.1651983","63353096.1821513","68292423.0786806","76853878.5192497","98670783.8696082","114335380.091453","117968784.692035","126013345.951398","134368576.333803","176254110.612855","162877023.452874","165024817.04854","163913461.116778","164074592.607856","182571518.583939","174771412.677753","131747498.019886","127218957.543882","144737246.970442","176751528.140249","152183425.639149","144576220.935645","175398443.776959",
"Cabo Verde","CPV","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","753338289.400236","867793721.461187","743429418.732211","792810009.041928","886473745.820031","647840436.056952","585295988.443829","688241045.589484","482019622.541271","586320693.242222","676295306.363866","779495315.457278","701945217.634971","865431167.913451","882809399.676672",
"Costa Rica","CRI","Gross capital formation (current US$)","NE.GDI.TOTL.CD","88817131.8063268","92564694.8545412","93216643.3587465","96209079.5627133","86780649.9150389","115652830.188679","123366037.735849","135396226.415094","139501886.792453","170973584.90566","202249056.603774","262141930.031091","272750565.184627","366838177.769754","445611601.513241","424352392.065344","570863477.246208","745670945.157526","826592765.46091","1021551925.32089","1283943990.66511","761603249.507198","643472960.726287","760944366.844956","830908523.399659","1014649504.9505","1114014336.91756","1229404173.96846","1129027576.19739","1396037479.96548","1560594275.72646","1324249257.53492","1749935655.802","2015161862.03021","2178184474.49396","2262670320.65913","2072976401.71393","2529785100.17197","3101095903.02889","3004897026.04313","3105823071.48188","3213685610.72764","3296917230.55972","3275598195.45477","3522980135.40977","3800536644.34586","4789717400.2934","6260577868.45342","7580537376.41467","5673479671.29959","7469178976.26512","8573126273.1275","9377464502.49204","9981275235.97006","9999194028.16778","10641404752.979","11115578128.0003","10932147171.0521","11466497293.8918","10348109405.5692","9823391476.23127","12625618987.227",
